1000	0.0000000000e+00
11000	0.0000000000e+00
21000	0.0000000000e+00
31000	0.0000000000e+00
41000	0.0000000000e+00
51000	0.0000000000e+00
61000	0.0000000000e+00
71000	0.0000000000e+00
81000	0.0000000000e+00
91000	0.0000000000e+00
101000	0.0000000000e+00
111000	0.0000000000e+00
121000	0.0000000000e+00
131000	0.0000000000e+00
141000	0.0000000000e+00
151000	0.0000000000e+00
161000	0.0000000000e+00
171000	0.0000000000e+00
181000	0.0000000000e+00
191000	0.0000000000e+00
201000	0.0000000000e+00
211000	0.0000000000e+00
221000	0.0000000000e+00
231000	0.0000000000e+00
241000	0.0000000000e+00
251000	0.0000000000e+00
261000	0.0000000000e+00
271000	0.0000000000e+00
281000	0.0000000000e+00
291000	0.0000000000e+00
301000	0.0000000000e+00
311000	0.0000000000e+00
321000	0.0000000000e+00
331000	0.0000000000e+00
341000	0.0000000000e+00
351000	0.0000000000e+00
361000	0.0000000000e+00
371000	0.0000000000e+00
381000	0.0000000000e+00
391000	0.0000000000e+00
401000	0.0000000000e+00
411000	0.0000000000e+00
421000	0.0000000000e+00
431000	0.0000000000e+00
441000	0.0000000000e+00
451000	0.0000000000e+00
461000	0.0000000000e+00
471000	0.0000000000e+00
481000	0.0000000000e+00
491000	0.0000000000e+00
501000	0.0000000000e+00
511000	0.0000000000e+00
521000	0.0000000000e+00
531000	0.0000000000e+00
541000	0.0000000000e+00
551000	0.0000000000e+00
561000	0.0000000000e+00
571000	0.0000000000e+00
581000	0.0000000000e+00
591000	0.0000000000e+00
601000	0.0000000000e+00
611000	0.0000000000e+00
621000	0.0000000000e+00
631000	0.0000000000e+00
641000	0.0000000000e+00
651000	0.0000000000e+00
661000	0.0000000000e+00
671000	0.0000000000e+00
681000	0.0000000000e+00
691000	0.0000000000e+00
701000	0.0000000000e+00
711000	0.0000000000e+00
721000	0.0000000000e+00
731000	0.0000000000e+00
741000	0.0000000000e+00
751000	0.0000000000e+00
761000	0.0000000000e+00
771000	0.0000000000e+00
781000	0.0000000000e+00
791000	0.0000000000e+00
801000	0.0000000000e+00
811000	0.0000000000e+00
821000	0.0000000000e+00
831000	0.0000000000e+00
841000	0.0000000000e+00
851000	0.0000000000e+00
861000	0.0000000000e+00
871000	0.0000000000e+00
881000	0.0000000000e+00
891000	0.0000000000e+00
901000	0.0000000000e+00
911000	0.0000000000e+00
921000	0.0000000000e+00
931000	0.0000000000e+00
941000	0.0000000000e+00
951000	0.0000000000e+00
961000	0.0000000000e+00
971000	0.0000000000e+00
981000	0.0000000000e+00
991000	0.0000000000e+00
1000	1.0000000000e+01
11000	5.0000000000e+01
21000	6.0000000000e+01
31000	6.0000000000e+01
41000	1.0000000000e+01
51000	7.0000000000e+01
61000	5.0000000000e+01
71000	5.0000000000e+01
81000	4.0000000000e+01
91000	2.0000000000e+01
101000	3.0000000000e+01
111000	0.0000000000e+00
121000	4.0000000000e+01
131000	2.0000000000e+01
141000	4.0000000000e+01
151000	1.0000000000e+01
161000	1.0000000000e+01
171000	4.0000000000e+01
181000	4.0000000000e+01
191000	4.0000000000e+01
201000	2.0000000000e+01
211000	0.0000000000e+00
221000	6.0000000000e+01
231000	4.0000000000e+01
241000	3.0000000000e+01
251000	2.0000000000e+01
261000	3.0000000000e+01
271000	6.0000000000e+01
281000	4.0000000000e+01
291000	4.0000000000e+01
1000	2.0000000000e+01
11000	4.0000000000e+01
21000	2.0000000000e+01
31000	3.0000000000e+01
41000	1.0000000000e+01
51000	2.0000000000e+01
61000	5.0000000000e+01
71000	6.0000000000e+01
81000	3.0000000000e+01
